FID,OBJECTID,field,Var1,Var2,value
0,9815,22061,19.375000000000000,95.125000000000000,1
1,9816,22062,17.375000000000000,95.125000000000000,1
2,9837,22119,19.375000000000000,95.375000000000000,1
3,9838,22120,17.375000000000000,95.375000000000000,1
4,9859,22177,19.375000000000000,95.625000000000000,1
5,9860,22178,17.375000000000000,95.625000000000000,1
6,9881,22235,19.375000000000000,95.875000000000000,1
7,9882,22236,17.375000000000000,95.875000000000000,1
8,9903,22293,19.375000000000000,96.125000000000000,1
9,9904,22294,17.375000000000000,96.125000000000000,1
10,9925,22351,19.375000000000000,96.375000000000000,1
11,9926,22352,17.375000000000000,96.375000000000000,1
12,9947,22409,19.375000000000000,96.625000000000000,1
13,9948,22410,17.375000000000000,96.625000000000000,1
14,9969,22467,19.375000000000000,96.875000000000000,1
15,9990,22525,19.375000000000000,97.125000000000000,1
16,9991,22526,17.375000000000000,97.125000000000000,1
17,10012,22583,19.375000000000000,97.375000000000000,1
18,10013,22584,17.375000000000000,97.375000000000000,1
19,10034,22641,19.375000000000000,97.625000000000000,1
20,10035,22642,17.375000000000000,97.625000000000000,1
21,10056,22699,19.375000000000000,97.875000000000000,1
22,10057,22700,17.375000000000000,97.875000000000000,1
23,10078,22757,19.375000000000000,98.125000000000000,1
24,10079,22758,17.375000000000000,98.125000000000000,1
25,10100,22815,19.375000000000000,98.375000000000000,1
26,10101,22816,17.375000000000000,98.375000000000000,1
27,10122,22873,19.375000000000000,98.625000000000000,1
28,10123,22874,17.375000000000000,98.625000000000000,1
29,10144,22931,19.375000000000000,98.875000000000000,1
30,10145,22932,17.375000000000000,98.875000000000000,1
31,10146,22933,15.375000000000000,98.875000000000000,1
32,10167,22989,19.375000000000000,99.125000000000000,1
33,10168,22990,17.375000000000000,99.125000000000000,1
34,10169,22991,15.375000000000000,99.125000000000000,1
35,10190,23047,19.375000000000000,99.375000000000000,1
36,10191,23048,17.375000000000000,99.375000000000000,1
37,10192,23049,15.375000000000000,99.375000000000000,1
38,10193,23053,7.375000000000000,99.375000000000000,1
39,10214,23105,19.375000000000000,99.625000000000000,1
40,10215,23106,17.375000000000000,99.625000000000000,1
41,10216,23107,15.375000000000000,99.625000000000000,1
42,10217,23111,7.375000000000000,99.625000000000000,1
43,10238,23163,19.375000000000000,99.875000000000000,1
44,10239,23164,17.375000000000000,99.875000000000000,1
45,10240,23165,15.375000000000000,99.875000000000000,1
46,10241,23169,7.375000000000000,99.875000000000000,1
47,10262,23221,19.375000000000000,100.125000000000000,1
48,10263,23222,17.375000000000000,100.125000000000000,1
49,10264,23223,15.375000000000000,100.125000000000000,1
50,10265,23227,7.375000000000000,100.125000000000000,1
51,10266,23231,-0.625000000000000,100.125000000000000,1
52,10287,23279,19.375000000000000,100.375000000000000,1
53,10288,23280,17.375000000000000,100.375000000000000,1
54,10289,23281,15.375000000000000,100.375000000000000,1
55,10290,23289,-0.625000000000000,100.375000000000000,1
56,10311,23337,19.375000000000000,100.625000000000000,1
57,10312,23338,17.375000000000000,100.625000000000000,1
58,10313,23339,15.375000000000000,100.625000000000000,1
59,10314,23347,-0.625000000000000,100.625000000000000,1
60,10335,23395,19.375000000000000,100.875000000000000,1
61,10336,23396,17.375000000000000,100.875000000000000,1
62,10337,23397,15.375000000000000,100.875000000000000,1
63,10338,23405,-0.625000000000000,100.875000000000000,1
64,10359,23453,19.375000000000000,101.125000000000000,1
65,10360,23454,17.375000000000000,101.125000000000000,1
66,10361,23455,15.375000000000000,101.125000000000000,1
67,10362,23463,-0.625000000000000,101.125000000000000,1
68,10383,23511,19.375000000000000,101.375000000000000,1
69,10384,23512,17.375000000000000,101.375000000000000,1
70,10385,23513,15.375000000000000,101.375000000000000,1
71,10386,23514,13.375000000000000,101.375000000000000,1
72,10387,23518,5.375000000000000,101.375000000000000,1
73,10388,23519,3.375000000000000,101.375000000000000,1
74,10389,23520,1.375000000000000,101.375000000000000,1
75,10390,23521,-0.625000000000000,101.375000000000000,1
76,10391,23522,-2.625000000000000,101.375000000000000,1
77,10412,23569,19.375000000000000,101.625000000000000,1
78,10413,23570,17.375000000000000,101.625000000000000,1
79,10414,23571,15.375000000000000,101.625000000000000,1
80,10415,23572,13.375000000000000,101.625000000000000,1
81,10416,23576,5.375000000000000,101.625000000000000,1
82,10417,23577,3.375000000000000,101.625000000000000,1
83,10418,23578,1.375000000000000,101.625000000000000,1
84,10419,23579,-0.625000000000000,101.625000000000000,1
85,10420,23580,-2.625000000000000,101.625000000000000,1
86,10441,23627,19.375000000000000,101.875000000000000,1
87,10442,23628,17.375000000000000,101.875000000000000,1
88,10443,23629,15.375000000000000,101.875000000000000,1
89,10444,23630,13.375000000000000,101.875000000000000,1
90,10445,23634,5.375000000000000,101.875000000000000,1
91,10446,23635,3.375000000000000,101.875000000000000,1
92,10447,23636,1.375000000000000,101.875000000000000,1
93,10448,23637,-0.625000000000000,101.875000000000000,1
94,10449,23638,-2.625000000000000,101.875000000000000,1
95,10470,23685,19.375000000000000,102.125000000000000,1
96,10471,23686,17.375000000000000,102.125000000000000,1
97,10472,23687,15.375000000000000,102.125000000000000,1
98,10473,23688,13.375000000000000,102.125000000000000,1
99,10474,23692,5.375000000000000,102.125000000000000,1
100,10475,23693,3.375000000000000,102.125000000000000,1
101,10476,23694,1.375000000000000,102.125000000000000,1
102,10477,23695,-0.625000000000000,102.125000000000000,1
103,10478,23696,-2.625000000000000,102.125000000000000,1
104,10499,23743,19.375000000000000,102.375000000000000,1
105,10500,23744,17.375000000000000,102.375000000000000,1
