FID,field,Var1,Var2,value
291,55167,43.375000000000000,-122.125000000000000,1
292,55168,41.375000000000000,-122.125000000000000,1
293,55169,39.375000000000000,-122.125000000000000,1
294,55217,59.375000000000000,-121.875000000000000,1
295,55218,57.375000000000000,-121.875000000000000,1
296,55219,55.375000000000000,-121.875000000000000,1
297,55220,53.375000000000000,-121.875000000000000,1
298,55221,51.375000000000000,-121.875000000000000,1
299,55222,49.375000000000000,-121.875000000000000,1
300,55223,47.375000000000000,-121.875000000000000,1
301,55224,45.375000000000000,-121.875000000000000,1
302,55225,43.375000000000000,-121.875000000000000,1
303,55226,41.375000000000000,-121.875000000000000,1
304,55227,39.375000000000000,-121.875000000000000,1
305,55275,59.375000000000000,-121.625000000000000,1
306,55276,57.375000000000000,-121.625000000000000,1
307,55277,55.375000000000000,-121.625000000000000,1
308,55278,53.375000000000000,-121.625000000000000,1
309,55279,51.375000000000000,-121.625000000000000,1
310,55280,49.375000000000000,-121.625000000000000,1
311,55281,47.375000000000000,-121.625000000000000,1
312,55282,45.375000000000000,-121.625000000000000,1
313,55283,43.375000000000000,-121.625000000000000,1
314,55284,41.375000000000000,-121.625000000000000,1
315,55285,39.375000000000000,-121.625000000000000,1
316,55333,59.375000000000000,-121.375000000000000,1
317,55334,57.375000000000000,-121.375000000000000,1
318,55335,55.375000000000000,-121.375000000000000,1
319,55336,53.375000000000000,-121.375000000000000,1
320,55337,51.375000000000000,-121.375000000000000,1
321,55338,49.375000000000000,-121.375000000000000,1
322,55339,47.375000000000000,-121.375000000000000,1
323,55340,45.375000000000000,-121.375000000000000,1
324,55341,43.375000000000000,-121.375000000000000,1
325,55342,41.375000000000000,-121.375000000000000,1
326,55343,39.375000000000000,-121.375000000000000,1
327,55391,59.375000000000000,-121.125000000000000,1
328,55392,57.375000000000000,-121.125000000000000,1
329,55393,55.375000000000000,-121.125000000000000,1
330,55394,53.375000000000000,-121.125000000000000,1
331,55395,51.375000000000000,-121.125000000000000,1
332,55396,49.375000000000000,-121.125000000000000,1
333,55397,47.375000000000000,-121.125000000000000,1
334,55398,45.375000000000000,-121.125000000000000,1
335,55399,43.375000000000000,-121.125000000000000,1
336,55400,41.375000000000000,-121.125000000000000,1
337,55401,39.375000000000000,-121.125000000000000,1
338,55402,37.375000000000000,-121.125000000000000,1
339,55449,59.375000000000000,-120.875000000000000,1
340,55450,57.375000000000000,-120.875000000000000,1
341,55451,55.375000000000000,-120.875000000000000,1
342,55452,53.375000000000000,-120.875000000000000,1
343,55453,51.375000000000000,-120.875000000000000,1
344,55454,49.375000000000000,-120.875000000000000,1
345,55455,47.375000000000000,-120.875000000000000,1
346,55456,45.375000000000000,-120.875000000000000,1
347,55457,43.375000000000000,-120.875000000000000,1
348,55458,41.375000000000000,-120.875000000000000,1
349,55459,39.375000000000000,-120.875000000000000,1
350,55460,37.375000000000000,-120.875000000000000,1
351,55507,59.375000000000000,-120.625000000000000,1
352,55508,57.375000000000000,-120.625000000000000,1
353,55509,55.375000000000000,-120.625000000000000,1
354,55510,53.375000000000000,-120.625000000000000,1
355,55511,51.375000000000000,-120.625000000000000,1
356,55512,49.375000000000000,-120.625000000000000,1
357,55513,47.375000000000000,-120.625000000000000,1
358,55514,45.375000000000000,-120.625000000000000,1
359,55515,43.375000000000000,-120.625000000000000,1
360,55516,41.375000000000000,-120.625000000000000,1
361,55517,39.375000000000000,-120.625000000000000,1
362,55518,37.375000000000000,-120.625000000000000,1
363,55519,35.375000000000000,-120.625000000000000,1
364,55565,59.375000000000000,-120.375000000000000,1
365,55566,57.375000000000000,-120.375000000000000,1
366,55567,55.375000000000000,-120.375000000000000,1
367,55568,53.375000000000000,-120.375000000000000,1
368,55569,51.375000000000000,-120.375000000000000,1
369,55570,49.375000000000000,-120.375000000000000,1
370,55571,47.375000000000000,-120.375000000000000,1
371,55572,45.375000000000000,-120.375000000000000,1
372,55573,43.375000000000000,-120.375000000000000,1
373,55574,41.375000000000000,-120.375000000000000,1
374,55575,39.375000000000000,-120.375000000000000,1
375,55576,37.375000000000000,-120.375000000000000,1
376,55577,35.375000000000000,-120.375000000000000,1
377,55623,59.375000000000000,-120.125000000000000,1
378,55624,57.375000000000000,-120.125000000000000,1
379,55625,55.375000000000000,-120.125000000000000,1
380,55626,53.375000000000000,-120.125000000000000,1
381,55627,51.375000000000000,-120.125000000000000,1
382,55628,49.375000000000000,-120.125000000000000,1
383,55629,47.375000000000000,-120.125000000000000,1
384,55630,45.375000000000000,-120.125000000000000,1
385,55631,43.375000000000000,-120.125000000000000,1
386,55632,41.375000000000000,-120.125000000000000,1
387,55633,39.375000000000000,-120.125000000000000,1
388,55634,37.375000000000000,-120.125000000000000,1
389,55635,35.375000000000000,-120.125000000000000,1
390,55681,59.375000000000000,-119.875000000000000,1
391,55682,57.375000000000000,-119.875000000000000,1
392,55683,55.375000000000000,-119.875000000000000,1
393,55684,53.375000000000000,-119.875000000000000,1
394,55685,51.375000000000000,-119.875000000000000,1
395,55686,49.375000000000000,-119.875000000000000,1
396,55687,47.375000000000000,-119.875000000000000,1
397,55688,45.375000000000000,-119.875000000000000,1
398,55689,43.375000000000000,-119.875000000000000,1
399,55690,41.375000000000000,-119.875000000000000,1
400,55691,39.375000000000000,-119.875000000000000,1
401,55692,37.375000000000000,-119.875000000000000,1
402,55693,35.375000000000000,-119.875000000000000,1
403,55739,59.375000000000000,-119.625000000000000,1
404,55740,57.375000000000000,-119.625000000000000,1
405,55741,55.375000000000000,-119.625000000000000,1
406,55742,53.375000000000000,-119.625000000000000,1
407,55743,51.375000000000000,-119.625000000000000,1
408,55744,49.375000000000000,-119.625000000000000,1
409,55745,47.375000000000000,-119.625000000000000,1
410,55746,45.375000000000000,-119.625000000000000,1
411,55747,43.375000000000000,-119.625000000000000,1
412,55748,41.375000000000000,-119.625000000000000,1
413,55749,39.375000000000000,-119.625000000000000,1
414,55750,37.375000000000000,-119.625000000000000,1
415,55751,35.375000000000000,-119.625000000000000,1
416,55797,59.375000000000000,-119.375000000000000,1
417,55798,57.375000000000000,-119.375000000000000,1
418,55799,55.375000000000000,-119.375000000000000,1
419,55800,53.375000000000000,-119.375000000000000,1
420,55801,51.375000000000000,-119.375000000000000,1
421,55802,49.375000000000000,-119.375000000000000,1
422,55803,47.375000000000000,-119.375000000000000,1
423,55804,45.375000000000000,-119.375000000000000,1
424,55805,43.375000000000000,-119.375000000000000,1
425,55806,41.375000000000000,-119.375000000000000,1
426,55807,39.375000000000000,-119.375000000000000,1
427,55808,37.375000000000000,-119.375000000000000,1
428,55809,35.375000000000000,-119.375000000000000,1
429,55855,59.375000000000000,-119.125000000000000,1
430,55856,57.375000000000000,-119.125000000000000,1
431,55857,55.375000000000000,-119.125000000000000,1
432,55858,53.375000000000000,-119.125000000000000,1
433,55859,51.375000000000000,-119.125000000000000,1
434,55860,49.375000000000000,-119.125000000000000,1
435,55861,47.375000000000000,-119.125000000000000,1
436,55862,45.375000000000000,-119.125000000000000,1
437,55863,43.375000000000000,-119.125000000000000,1
438,55864,41.375000000000000,-119.125000000000000,1
439,55865,39.375000000000000,-119.125000000000000,1
440,55866,37.375000000000000,-119.125000000000000,1
441,55867,35.375000000000000,-119.125000000000000,1
442,55913,59.375000000000000,-118.875000000000000,1
443,55914,57.375000000000000,-118.875000000000000,1
444,55915,55.375000000000000,-118.875000000000000,1
445,55916,53.375000000000000,-118.875000000000000,1
446,55917,51.375000000000000,-118.875000000000000,1
447,55918,49.375000000000000,-118.875000000000000,1
448,55919,47.375000000000000,-118.875000000000000,1
449,55920,45.375000000000000,-118.875000000000000,1
450,55921,43.375000000000000,-118.875000000000000,1
451,55922,41.375000000000000,-118.875000000000000,1
452,55923,39.375000000000000,-118.875000000000000,1
453,55924,37.375000000000000,-118.875000000000000,1
454,55925,35.375000000000000,-118.875000000000000,1
455,55971,59.375000000000000,-118.625000000000000,1
456,55972,57.375000000000000,-118.625000000000000,1
457,55973,55.375000000000000,-118.625000000000000,1
458,55974,53.375000000000000,-118.625000000000000,1
459,55975,51.375000000000000,-118.625000000000000,1
460,55976,49.375000000000000,-118.625000000000000,1
461,55977,47.375000000000000,-118.625000000000000,1
462,55978,45.375000000000000,-118.625000000000000,1
463,55979,43.375000000000000,-118.625000000000000,1
464,55980,41.375000000000000,-118.625000000000000,1
465,55981,39.375000000000000,-118.625000000000000,1
466,55982,37.375000000000000,-118.625000000000000,1
467,55983,35.375000000000000,-118.625000000000000,1
468,56029,59.375000000000000,-118.375000000000000,1
469,56030,57.375000000000000,-118.375000000000000,1
470,56031,55.375000000000000,-118.375000000000000,1
471,56032,53.375000000000000,-118.375000000000000,1
472,56033,51.375000000000000,-118.375000000000000,1
473,56034,49.375000000000000,-118.375000000000000,1
474,56035,47.375000000000000,-118.375000000000000,1
475,56036,45.375000000000000,-118.375000000000000,1
476,56037,43.375000000000000,-118.375000000000000,1
477,56038,41.375000000000000,-118.375000000000000,1
478,56039,39.375000000000000,-118.375000000000000,1
479,56040,37.375000000000000,-118.375000000000000,1
480,56041,35.375000000000000,-118.375000000000000,1
481,56087,59.375000000000000,-118.125000000000000,1
482,56088,57.375000000000000,-118.125000000000000,1
483,56089,55.375000000000000,-118.125000000000000,1
484,56090,53.375000000000000,-118.125000000000000,1
485,56091,51.375000000000000,-118.125000000000000,1
486,56092,49.375000000000000,-118.125000000000000,1
487,56093,47.375000000000000,-118.125000000000000,1
488,56094,45.375000000000000,-118.125000000000000,1
489,56095,43.375000000000000,-118.125000000000000,1
490,56096,41.375000000000000,-118.125000000000000,1
491,56097,39.375000000000000,-118.125000000000000,1
492,56098,37.375000000000000,-118.125000000000000,1
493,56099,35.375000000000000,-118.125000000000000,1
494,56145,59.375000000000000,-117.875000000000000,1
495,56146,57.375000000000000,-117.875000000000000,1
496,56147,55.375000000000000,-117.875000000000000,1
497,56148,53.375000000000000,-117.875000000000000,1
498,56149,51.375000000000000,-117.875000000000000,1
499,56150,49.375000000000000,-117.875000000000000,1
500,56151,47.375000000000000,-117.875000000000000,1
501,56152,45.375000000000000,-117.875000000000000,1
502,56153,43.375000000000000,-117.875000000000000,1
503,56154,41.375000000000000,-117.875000000000000,1
504,56155,39.375000000000000,-117.875000000000000,1
505,56156,37.375000000000000,-117.875000000000000,1
506,56157,35.375000000000000,-117.875000000000000,1
507,56203,59.375000000000000,-117.625000000000000,1
508,56204,57.375000000000000,-117.625000000000000,1
509,56205,55.375000000000000,-117.625000000000000,1
510,56206,53.375000000000000,-117.625000000000000,1
511,56207,51.375000000000000,-117.625000000000000,1
512,56208,49.375000000000000,-117.625000000000000,1
513,56209,47.375000000000000,-117.625000000000000,1
514,56210,45.375000000000000,-117.625000000000000,1
515,56211,43.375000000000000,-117.625000000000000,1
516,56212,41.375000000000000,-117.625000000000000,1
517,56213,39.375000000000000,-117.625000000000000,1
518,56214,37.375000000000000,-117.625000000000000,1
519,56215,35.375000000000000,-117.625000000000000,1
520,56261,59.375000000000000,-117.375000000000000,1
521,56262,57.375000000000000,-117.375000000000000,1
522,56263,55.375000000000000,-117.375000000000000,1
523,56264,53.375000000000000,-117.375000000000000,1
524,56265,51.375000000000000,-117.375000000000000,1
525,56266,49.375000000000000,-117.375000000000000,1
526,56267,47.375000000000000,-117.375000000000000,1
527,56268,45.375000000000000,-117.375000000000000,1
528,56269,43.375000000000000,-117.375000000000000,1
529,56270,41.375000000000000,-117.375000000000000,1
530,56271,39.375000000000000,-117.375000000000000,1
531,56272,37.375000000000000,-117.375000000000000,1
532,56273,35.375000000000000,-117.375000000000000,1
533,56319,59.375000000000000,-117.125000000000000,1
534,56320,57.375000000000000,-117.125000000000000,1
535,56321,55.375000000000000,-117.125000000000000,1
536,56322,53.375000000000000,-117.125000000000000,1
537,56323,51.375000000000000,-117.125000000000000,1
538,56324,49.375000000000000,-117.125000000000000,1
539,56325,47.375000000000000,-117.125000000000000,1
540,56326,45.375000000000000,-117.125000000000000,1
541,56327,43.375000000000000,-117.125000000000000,1
542,56328,41.375000000000000,-117.125000000000000,1
543,56329,39.375000000000000,-117.125000000000000,1
544,56330,37.375000000000000,-117.125000000000000,1
545,56331,35.375000000000000,-117.125000000000000,1
546,56377,59.375000000000000,-116.875000000000000,1
547,56378,57.375000000000000,-116.875000000000000,1
548,56379,55.375000000000000,-116.875000000000000,1
549,56380,53.375000000000000,-116.875000000000000,1
550,56381,51.375000000000000,-116.875000000000000,1
551,56382,49.375000000000000,-116.875000000000000,1
552,56383,47.375000000000000,-116.875000000000000,1
553,56384,45.375000000000000,-116.875000000000000,1
554,56385,43.375000000000000,-116.875000000000000,1
555,56386,41.375000000000000,-116.875000000000000,1
556,56387,39.375000000000000,-116.875000000000000,1
557,56388,37.375000000000000,-116.875000000000000,1
558,56389,35.375000000000000,-116.875000000000000,1
559,56435,59.375000000000000,-116.625000000000000,1
560,56436,57.375000000000000,-116.625000000000000,1
561,56437,55.375000000000000,-116.625000000000000,1
562,56438,53.375000000000000,-116.625000000000000,1
563,56439,51.375000000000000,-116.625000000000000,1
564,56440,49.375000000000000,-116.625000000000000,1
565,56441,47.375000000000000,-116.625000000000000,1
566,56442,45.375000000000000,-116.625000000000000,1
567,56443,43.375000000000000,-116.625000000000000,1
568,56444,41.375000000000000,-116.625000000000000,1
569,56445,39.375000000000000,-116.625000000000000,1
570,56446,37.375000000000000,-116.625000000000000,1
571,56447,35.375000000000000,-116.625000000000000,1
572,56493,59.375000000000000,-116.375000000000000,1
573,56494,57.375000000000000,-116.375000000000000,1
574,56495,55.375000000000000,-116.375000000000000,1
575,56496,53.375000000000000,-116.375000000000000,1
576,56497,51.375000000000000,-116.375000000000000,1
577,56498,49.375000000000000,-116.375000000000000,1
578,56499,47.375000000000000,-116.375000000000000,1
579,56500,45.375000000000000,-116.375000000000000,1
580,56501,43.375000000000000,-116.375000000000000,1
